thread,activation,varDict,count,lock,kind,scope,executable,line,prefix,source,package,raw
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES",".",">A>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES",".",">=>","SELF <= ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES",".",">>>","""SELF""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES","700","*-*","!_closure.supplier_!~next","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES",".",">C>","!_CLOSURE.SUPPLIER_! => ""!_CLOSURE.SUPPLIER_!""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES",".",">V>","!_CLOSURE.SUPPLIER_! => ""a Supplier""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES","701","*-*","end","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES","698","*-*","do while !_closure.supplier_!~available","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES",".",">C>","!_CLOSURE.SUPPLIER_! => ""!_CLOSURE.SUPPLIER_!""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES",".",">V>","!_CLOSURE.SUPPLIER_! => ""a Supplier""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES",".",">M>","""AVAILABLE"" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A82","V37","00002","*","method","Closure","INITVARIABLES",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT","686","*-*","end","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT","687","*-*","if .nil <> action","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">E>",".NIL => ""The NIL object""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">V>","ACTION => ""a Method""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">O>","""<>"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT","687","*-*","then","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT","687","*-*","do","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT","688","*-*","method = action~doer","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">V>","ACTION => ""a Method""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A83","V38",".",".","method","MethodDoer","DOER",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A83","V38",".",".","method","MethodDoer","DOER","412","*-*","use strict arg -- none","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A83","V38",".",".","method","MethodDoer","DOER","413","*-*","return self","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A83","V38",".",".","method","MethodDoer","DOER",".",">V>","SELF => ""a Method""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A83","V38",".",".","method","MethodDoer","DOER",".",">>>","""a Method""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">M>","""DOER"" => ""a Method""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">>>","""a Method""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">=>","METHOD <= ""a Method""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT","689","*-*","self~setMethod(""do"", method, ""Object"")","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">V>","SELF => ""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">L>","""do""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">A>","""do""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">V>","METHOD => ""a Method""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">A>","""a Method""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">L>","""Object""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT",".",">A>","""Object""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A84","V37","00001",".","method","Closure","SETMETHOD",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A84","V37","00001",".","method","Closure","SETMETHOD","705","*-*","forward class (super)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A84","V37","00001",".","method","Closure","SETMETHOD",".",">V>","SUPER => ""The Doer class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A81","V37","00001","*","method","Closure","INIT","690","*-*","end","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A80","V36",".",".","method","RexxBlockDoer","SOURCEDOER",".",">M>","""NEW"" => ""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A80","V36",".",".","method","RexxBlockDoer","SOURCEDOER",".",">A>","""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A85","V39",".",".","method","Coactivity","INIT",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT","117","*-*","expose coactivityObj","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT","118","*-*","proxy = .WeakProxy~new(self)","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">E>",".WEAKPROXY => ""The WeakProxy class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">V>","SELF => ""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">A>","""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">M>","""NEW"" => ""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">>>","""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">=>","PROXY <= ""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT","119","*-*","use strict arg action=""main"", start=.false, object=(proxy) -- object must reference the proxy, not directly the coactivity, otherwise the coactivity will never be GC'ed","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">>>","""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">=>","ACTION <= ""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">E>",".FALSE => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">=>","START <= ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">V>","PROXY => ""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">>>","""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">=>","OBJECT <= ""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT","122","*-*","coactivityObj = .CoactivityObj~new(action, start, object, proxy)","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">E>",".COACTIVITYOBJ => ""The CoactivityObj class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">V>","ACTION => ""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">A>","""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">V>","START => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">A>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">V>","OBJECT => ""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">A>","""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">V>","PROXY => ""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">A>","""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT","281","*-*","expose doer object proxy status yieldIndex","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT","282","*-*","use strict arg action, start, object, proxy","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">>>","""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">=>","ACTION <= ""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">=>","START <= ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">>>","""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">=>","OBJECT <= ""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">>>","""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">=>","PROXY <= ""a WeakProxy""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT","283","*-*","doer = action~doer","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">V>","ACTION => ""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A87","V37",".",".","method","Closure","DOER",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A87","V37",".",".","method","Closure","DOER","709","*-*","use strict arg -- none","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A87","V37",".",".","method","Closure","DOER","710","*-*","return self","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A87","V37",".",".","method","Closure","DOER",".",">V>","SELF => ""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A87","V37",".",".","method","Closure","DOER",".",">>>","""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">M>","""DOER"" => ""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">>>","""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">=>","DOER <= ""a Closure""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT","284","*-*","status = .CoactivityObj~notStarted","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">E>",".COACTIVITYOBJ => ""The CoactivityObj class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">M>","""NOTSTARTED"" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">=>","STATUS <= ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT","285","*-*","yieldIndex = 0","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">L>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">=>","YIELDINDEX <= ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT","286","*-*","if start","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">V>","START => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A86","V40",".",".","method","CoactivityObj","INIT",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">M>","""NEW"" => ""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">>>","""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A85","V39","00001","*","method","Coactivity","INIT",".",">=>","COACTIVITYOBJ <= ""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A80","V36",".",".","method","RexxBlockDoer","SOURCEDOER",".",">M>","""NEW"" => ""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A80","V36",".",".","method","RexxBlockDoer","SOURCEDOER",".",">>>","""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">M>","""SOURCEDOER"" => ""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">>>","""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">=>","EXECUTABLE <= ""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER","515","*-*","arity = self~arity","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">V>","SELF => ""a RexxBlock""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY","48","*-*","expose arity","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY","49","*-*","if arg() <> 0","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">F>","ARG => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">L>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">O>","""<>"" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY","54","*-*","else","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY","54","*-*","if \var(""arity"")","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">L>","""arity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">A>","""arity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">F>","VAR => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">P>","""\"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY","54","*-*","then","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY","54","*-*","return -1 -- unknown arity","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">L>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">P>","""-"" => ""-1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A88","V41",".",".","method","Doer","ARITY",".",">>>","""-1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">M>","""ARITY"" => ""-1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">>>","""-1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">=>","ARITY <= ""-1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER","516","*-*","if arity == -1","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">V>","ARITY => ""-1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">L>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">P>","""-"" => ""-1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">O>","""=="" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER","516","*-*","then","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER","516","*-*","arity = 9999","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">L>","""9999""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">>>","""9999""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">=>","ARITY <= ""9999""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER","517","*-*","executable~arity(arity)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">V>","EXECUTABLE => ""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">V>","ARITY => ""9999""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">A>","""9999""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42",".",".","method","Doer","ARITY",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42",".",".","method","Doer","ARITY","48","*-*","expose arity","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42",".",".","method","Doer","ARITY","49","*-*","if arg() <> 0","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42",".",".","method","Doer","ARITY",".",">F>","ARG => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42",".",".","method","Doer","ARITY",".",">L>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42",".",".","method","Doer","ARITY",".",">O>","""<>"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42",".",".","method","Doer","ARITY",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42",".",".","method","Doer","ARITY","49","*-*","then","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42",".",".","method","Doer","ARITY","49","*-*","do","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42",".",".","method","Doer","ARITY","50","*-*","guard on","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42","00001","*","method","Doer","ARITY","51","*-*","use strict arg arity -- store the arity","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42","00001","*","method","Doer","ARITY",".",">>>","""9999""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42","00001","*","method","Doer","ARITY",".",">=>","ARITY <= ""9999""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
